,player,position,position_id,date,team,opp,score,fpts,min,starts
0,Alisson,G,1,May 22,LIV,WOL,W 3-1,9.5,90,1
1,Alisson,G,1,May 17,LIV,@SOU,W 2-1,4.5,90,1
2,Alisson,G,1,May 10,LIV,@AVL,W 2-1,9.0,90,1
3,Alisson,G,1,May 7,LIV,TOT,T 1-1,6.5,90,1
4,Alisson,G,1,Apr 30,LIV,@NEW,W 1-0,15.5,90,1
5,Alisson,G,1,Apr 24,LIV,EVE,W 2-0,14.0,90,1
6,Alisson,G,1,Apr 19,LIV,MUN,W 4-0,14.0,90,1
7,Alisson,G,1,Apr 10,LIV,@MCI,T 2-2,6.0,90,1
8,Alisson,G,1,Apr 2,LIV,WAT,W 2-0,15.0,90,1
9,Alisson,G,1,Mar 16,LIV,@ARS,W 2-0,16.5,90,1
10,Alisson,G,1,Mar 12,LIV,@BHA,W 2-0,16.5,90,1
11,Alisson,G,1,Mar 5,LIV,WHU,W 1-0,20.0,90,1
12,Alisson,G,1,Feb 23,LIV,LEE,W 6-0,15.5,90,1
13,Alisson,G,1,Feb 19,LIV,NOR,W 3-1,7.5,90,1
14,Alisson,G,1,Feb 13,LIV,@BUR,W 1-0,20.5,90,1
15,Alisson,G,1,Feb 10,LIV,LEI,W 2-0,14.5,90,1
16,Alisson,G,1,Jan 23,LIV,@CRY,W 3-1,9.0,90,1
17,Alisson,G,1,Jan 16,LIV,BRF,W 3-0,14.0,90,1
18,Alisson,G,1,Dec 28,LIV,@LEI,L 0-1,3.0,90,1
19,Alisson,G,1,Dec 19,LIV,@TOT,T 2-2,9.5,90,1
20,Alisson,G,1,Dec 16,LIV,NEW,W 3-1,6.0,90,1
21,Alisson,G,1,Dec 11,LIV,AVL,W 1-0,12.5,90,1
22,Alisson,G,1,Dec 4,LIV,@WOL,W 1-0,13.5,90,1
23,Alisson,G,1,Dec 1,LIV,@EVE,W 4-1,6.0,90,1
24,Alisson,G,1,Nov 27,LIV,SOU,W 4-0,18.5,90,1
25,Alisson,G,1,Nov 20,LIV,ARS,W 4-0,16.5,90,1
26,Alisson,G,1,Nov 7,LIV,@WHU,L 2-3,6.0,90,1
27,Alisson,G,1,Oct 30,LIV,BHA,T 2-2,10.5,90,1
28,Alisson,G,1,Oct 24,LIV,@MUN,W 5-0,16.5,90,1
29,Alisson,G,1,Oct 3,LIV,MCI,T 2-2,6.0,90,1
30,Alisson,G,1,Sep 25,LIV,@BRF,T 3-3,4.5,90,1
31,Alisson,G,1,Sep 18,LIV,CRY,W 3-0,18.0,90,1
32,Alisson,G,1,Sep 12,LIV,@LEE,W 3-0,18.5,90,1
33,Alisson,G,1,Aug 28,LIV,CHE,T 1-1,7.0,90,1
34,Alisson,G,1,Aug 21,LIV,BUR,W 2-0,20.0,90,1
35,Alisson,G,1,Aug 14,LIV,@NOR,W 3-0,18.0,90,1
0,Caoimhin Kelleher,G,1,Jan 2,LIV,@CHE,T 2-2,9.5,90,1
1,Caoimhin Kelleher,G,1,Oct 16,LIV,@WAT,W 5-0,15.5,90,1
0,Trent Alexander-Arnold,D,2,May 22,LIV,WOL,W 3-1,15.5,90,1
1,Trent Alexander-Arnold,D,2,May 10,LIV,@AVL,W 2-1,11.85,90,1
2,Trent Alexander-Arnold,D,2,May 7,LIV,TOT,T 1-1,9.35,90,1
3,Trent Alexander-Arnold,D,2,Apr 24,LIV,EVE,W 2-0,17.7,90,1
4,Trent Alexander-Arnold,D,2,Apr 19,LIV,MUN,W 4-0,15.75,90,1
5,Trent Alexander-Arnold,D,2,Apr 10,LIV,@MCI,T 2-2,15.0,90,1
6,Trent Alexander-Arnold,D,2,Mar 16,LIV,@ARS,W 2-0,18.0,90,1
7,Trent Alexander-Arnold,D,2,Mar 12,LIV,@BHA,W 2-0,17.5,90,1
8,Trent Alexander-Arnold,D,2,Mar 5,LIV,WHU,W 1-0,30.85,90,1
9,Trent Alexander-Arnold,D,2,Feb 23,LIV,LEE,W 6-0,17.5,90,1
10,Trent Alexander-Arnold,D,2,Feb 13,LIV,@BUR,W 1-0,14.2,90,1
11,Trent Alexander-Arnold,D,2,Feb 10,LIV,LEI,W 2-0,20.8,90,1
12,Trent Alexander-Arnold,D,2,Jan 23,LIV,@CRY,W 3-1,6.75,88,1
13,Trent Alexander-Arnold,D,2,Jan 16,LIV,BRF,W 3-0,25.85,90,1
14,Trent Alexander-Arnold,D,2,Jan 2,LIV,@CHE,T 2-2,14.45,90,1
15,Trent Alexander-Arnold,D,2,Dec 28,LIV,@LEI,L 0-1,10.1,90,1
16,Trent Alexander-Arnold,D,2,Dec 19,LIV,@TOT,T 2-2,19.35,90,1
17,Trent Alexander-Arnold,D,2,Dec 16,LIV,NEW,W 3-1,23.75,90,1
18,Trent Alexander-Arnold,D,2,Dec 11,LIV,AVL,W 1-0,19.0,90,1
19,Trent Alexander-Arnold,D,2,Dec 4,LIV,@WOL,W 1-0,19.85,90,1
20,Trent Alexander-Arnold,D,2,Dec 1,LIV,@EVE,W 4-1,13.1,90,1
21,Trent Alexander-Arnold,D,2,Nov 27,LIV,SOU,W 4-0,23.8,90,1
22,Trent Alexander-Arnold,D,2,Nov 20,LIV,ARS,W 4-0,30.25,90,1
23,Trent Alexander-Arnold,D,2,Nov 7,LIV,@WHU,L 2-3,27.85,90,1
24,Trent Alexander-Arnold,D,2,Oct 30,LIV,BHA,T 2-2,8.3,90,1
25,Trent Alexander-Arnold,D,2,Oct 24,LIV,@MUN,W 5-0,28.25,90,1
26,Trent Alexander-Arnold,D,2,Oct 16,LIV,@WAT,W 5-0,12.35,63,1
27,Trent Alexander-Arnold,D,2,Sep 25,LIV,@BRF,T 3-3,12.6,90,1
28,Trent Alexander-Arnold,D,2,Sep 12,LIV,@LEE,W 3-0,27.7,90,1
29,Trent Alexander-Arnold,D,2,Aug 28,LIV,CHE,T 1-1,12.7,90,1
30,Trent Alexander-Arnold,D,2,Aug 21,LIV,BUR,W 2-0,31.3,90,1
31,Trent Alexander-Arnold,D,2,Aug 14,LIV,@NOR,W 3-0,21.0,90,1
0,Neco Williams,D,2,Oct 16,LIV,@WAT,W 5-0,9.0,6,0
0,Joseph Gomez,D,2,May 17,LIV,@SOU,W 2-1,3.5,45,1
1,Joseph Gomez,D,2,Apr 30,LIV,@NEW,W 1-0,17.1,90,1
2,Joseph Gomez,D,2,Apr 2,LIV,WAT,W 2-0,21.75,90,1
3,Joseph Gomez,D,2,Feb 19,LIV,NOR,W 3-1,11.1,90,1
4,Joseph Gomez,D,2,Jan 23,LIV,@CRY,W 3-1,0.95,1,0
5,Joseph Gomez,D,2,Dec 19,LIV,@TOT,T 2-2,0.85,1,0
6,Joseph Gomez,D,2,Oct 3,LIV,MCI,T 2-2,2.85,11,0
7,Joseph Gomez,D,2,Aug 21,LIV,BUR,W 2-0,0.5,1,0
0,Joel Matip,D,2,May 22,LIV,WOL,W 3-1,20.45,90,1
1,Joel Matip,D,2,May 17,LIV,@SOU,W 2-1,18.35,90,1
2,Joel Matip,D,2,May 10,LIV,@AVL,W 2-1,22.0,90,1
