,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/11/19,A,Wolves,(7.),Leicester ,Leicester (3.),0:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
1,2,8/19/19,H,Wolves,(10.),Man Utd ,Man Utd (2.),1:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
2,3,8/25/19,H,Wolves,(12.),Burnley ,Burnley (10.),1:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
3,4,9/1/19,A,Wolves,(15.),Everton ,Everton (12.),3:2,LM,,,38',,,90',,,,Rúben Vinagre
4,5,9/14/19,H,Wolves,(17.),Chelsea ,Chelsea (11.),2:5,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
5,6,9/22/19,A,Wolves,(19.),Crystal Palace ,Crystal Palace (12.),1:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
6,7,9/28/19,H,Wolves,(19.),Watford ,Watford (20.),2:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
7,8,10/6/19,A,Wolves,(13.),Man City ,Man City (2.),0:2,LM,,,,,,74',,,,Rúben Vinagre
8,9,10/19/19,H,Wolves,(11.),Southampton ,Southampton (17.),1:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
9,10,10/27/19,A,Wolves,(13.),Newcastle ,Newcastle (18.),1:1,,,,,,,6',,,,Rúben Vinagre
10,11,11/2/19,A,Wolves,(12.),Arsenal ,Arsenal (5.),1:1,,,,,,,19',,,,Rúben Vinagre
11,12,11/10/19,H,Wolves,(12.),Aston Villa ,Aston Villa (16.),2:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
12,13,11/23/19,A,Wolves,(8.),Bournemouth ,Bournemouth (9.),1:2,,,,,,,1',,,,Rúben Vinagre
13,14,12/1/19,H,Wolves,(5.),Sheffield Utd. ,Sheffield Utd. (6.),1:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
14,15,12/4/19,H,Wolves,(6.),West Ham ,West Ham (13.),2:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
15,16,12/8/19,A,Wolves,(5.),Brighton ,Brighton (13.),2:2,,,,,,,1',,,,Rúben Vinagre
16,17,12/15/19,H,Wolves,(6.),Spurs ,Spurs (7.),1:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
17,18,12/21/19,A,Wolves,(8.),Norwich ,Norwich (19.),1:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Rúben Vinagre
18,19,12/27/19,H,Wolves,(6.),Man City ,Man City (3.),3:2,LB,,,,,,17',,,,Rúben Vinagre
19,20,12/29/19,A,Wolves,(5.),Liverpool ,Liverpool (1.),1:0,LM,,,,,,90',,,,Rúben Vinagre
20,21,1/1/20,A,Wolves,(7.),Watford ,Watford (19.),2:1,LB,,,,,,36',,,,Rúben Vinagre
21,22,1/11/20,H,Wolves,(7.),Newcastle ,Newcastle (13.),1:1,,,,,,,5',,,,Rúben Vinagre
22,23,1/18/20,A,Wolves,(7.),Southampton ,Southampton (12.),2:3,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Rúben Vinagre
23,24,1/23/20,H,Wolves,(6.),Liverpool ,Liverpool (1.),1:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Rúben Vinagre
24,25,2/1/20,A,Wolves,(7.),Man Utd ,Man Utd (5.),0:0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Rúben Vinagre
25,26,2/14/20,H,Wolves,(8.),Leicester ,Leicester (3.),0:0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Rúben Vinagre
26,27,2/23/20,H,Wolves,(8.),Norwich ,Norwich (20.),3:0,,,,,,,10',,,,Rúben Vinagre
27,28,3/1/20,A,Wolves,(8.),Spurs ,Spurs (6.),2:3,LM,,,,,,90',,,,Rúben Vinagre
28,29,3/7/20,H,Wolves,(6.),Brighton ,Brighton (15.),0:0,LM,,,,,,90',,,,Rúben Vinagre
