,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/9/19,H,Liverpool,(1.),Norwich ,Norwich (20.),4:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Alex Oxlade-Chamberlain
1,2,8/17/19,A,Liverpool,(3.),Southampton ,Southampton (18.),1:2,CM,,,,,,89',,,,Alex Oxlade-Chamberlain
2,3,8/24/19,H,Liverpool,(1.),Arsenal ,Arsenal (2.),3:1,LM,,,,,,13',,,,Alex Oxlade-Chamberlain
3,4,8/31/19,A,Liverpool,(1.),Burnley ,Burnley (6.),0:3,CM,,,,,,19',,,,Alex Oxlade-Chamberlain
4,5,9/14/19,H,Liverpool,(1.),Newcastle ,Newcastle (14.),3:1,CM,,,,,,75',,,,Alex Oxlade-Chamberlain
5,6,9/22/19,A,Liverpool,(1.),Chelsea ,Chelsea (6.),1:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Alex Oxlade-Chamberlain
6,7,9/28/19,A,Liverpool,(1.),Sheffield Utd. ,Sheffield Utd. (10.),0:1,LW,,,,,,1',,,,Alex Oxlade-Chamberlain
7,8,10/5/19,H,Liverpool,(1.),Leicester ,Leicester (3.),2:1,Head Injury,Head Injury,Head Injury,Head Injury,Head Injury,Head Injury,Head Injury,Head Injury,,,Alex Oxlade-Chamberlain
8,9,10/20/19,A,Liverpool,(1.),Man Utd ,Man Utd (12.),1:1,LM,,,,,,30',,,,Alex Oxlade-Chamberlain
9,10,10/27/19,H,Liverpool,(1.),Spurs ,Spurs (7.),2:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Alex Oxlade-Chamberlain
10,11,11/2/19,A,Liverpool,(1.),Aston Villa ,Aston Villa (15.),1:2,AM,,,,,,25',,,,Alex Oxlade-Chamberlain
11,12,11/10/19,H,Liverpool,(1.),Man City ,Man City (2.),3:1,RM,,,,,,11',,,,Alex Oxlade-Chamberlain
12,13,11/23/19,A,Liverpool,(1.),Crystal Palace ,Crystal Palace (12.),1:2,LW,,,,,,64',,,,Alex Oxlade-Chamberlain
13,14,11/30/19,H,Liverpool,(1.),Brighton ,Brighton (12.),2:1,CM,,,,,,78',,,,Alex Oxlade-Chamberlain
14,15,12/4/19,H,Liverpool,(1.),Everton ,Everton (17.),5:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Alex Oxlade-Chamberlain
15,16,12/7/19,A,Liverpool,(1.),Bournemouth ,Bournemouth (14.),0:3,LM,1,,,,,87',,,,Alex Oxlade-Chamberlain
16,17,12/14/19,H,Liverpool,(1.),Watford ,Watford (20.),2:0,RM,,,,,,20',,,,Alex Oxlade-Chamberlain
17,19,12/26/19,A,Liverpool,(1.),Leicester ,Leicester (2.),0:4,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,,,Alex Oxlade-Chamberlain
18,20,12/29/19,H,Liverpool,(1.),Wolves ,Wolves (5.),1:0,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,,,Alex Oxlade-Chamberlain
19,21,1/2/20,H,Liverpool,(1.),Sheffield Utd. ,Sheffield Utd. (8.),2:0,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,Ankle Injury,,,Alex Oxlade-Chamberlain
20,22,1/11/20,A,Liverpool,(1.),Spurs ,Spurs (6.),0:1,CM,,,39',,,61',,,,Alex Oxlade-Chamberlain
21,23,1/19/20,H,Liverpool,(1.),Man Utd ,Man Utd (5.),2:0,CM,,,,,,66',,,,Alex Oxlade-Chamberlain
22,24,1/23/20,A,Liverpool,(1.),Wolves ,Wolves (6.),1:2,CM,,,,,,70',,,,Alex Oxlade-Chamberlain
23,18,1/29/20,A,Liverpool,(1.),West Ham ,West Ham (15.),0:2,CM,1,,,,,85',,,,Alex Oxlade-Chamberlain
24,25,2/1/20,H,Liverpool,(1.),Southampton ,Southampton (9.),4:0,LW,1,,,,,73',,,,Alex Oxlade-Chamberlain
25,26,2/15/20,A,Liverpool,(1.),Norwich ,Norwich (20.),0:1,LW,,,,,,60',,,,Alex Oxlade-Chamberlain
26,27,2/24/20,H,Liverpool,(1.),West Ham ,West Ham (18.),3:2,CM,,,,,,33',,,,Alex Oxlade-Chamberlain
27,28,2/29/20,A,Liverpool,(1.),Watford ,Watford (19.),3:0,CM,,,,,,65',,,,Alex Oxlade-Chamberlain
28,29,3/7/20,H,Liverpool,(1.),Bournemouth ,Bournemouth (18.),2:1,CM,,,,,,84',,,,Alex Oxlade-Chamberlain
