,player,position,position_id,date,team,opp,score,fpts,min,starts
28,Lucas Torreira,M,4,Aug 17,ARS,BUR,W 2-1,2.25,7,0
0,Matteo Guendouzi,M,4,Jun 20,ARS,@BHA,L 1-2,5.95,90,1
1,Matteo Guendouzi,M,4,Jun 17,ARS,@MCI,L 0-3,6.0,67,1
2,Matteo Guendouzi,M,4,Feb 23,ARS,EVE,W 3-2,2.25,8,0
3,Matteo Guendouzi,M,4,Feb 2,ARS,@BUR,T 0-0,5.0,90,1
4,Matteo Guendouzi,M,4,Jan 21,ARS,@CHE,T 2-2,0.15,35,0
5,Matteo Guendouzi,M,4,Jan 11,ARS,@CRY,T 1-1,3.3,45,0
6,Matteo Guendouzi,M,4,Jan 1,ARS,MUN,W 2-0,1.0,8,0
7,Matteo Guendouzi,M,4,Dec 29,ARS,CHE,L 1-2,8.3,90,1
8,Matteo Guendouzi,M,4,Dec 15,ARS,MCI,L 0-3,8.0,90,1
9,Matteo Guendouzi,M,4,Dec 9,ARS,@WHU,W 3-1,0.6,4,0
10,Matteo Guendouzi,M,4,Dec 1,ARS,@NOR,T 2-2,5.85,78,1
11,Matteo Guendouzi,M,4,Nov 23,ARS,SOU,T 2-2,12.2,90,1
12,Matteo Guendouzi,M,4,Nov 9,ARS,@LEI,L 0-2,9.1,90,1
13,Matteo Guendouzi,M,4,Nov 2,ARS,WOL,T 1-1,10.05,90,1
14,Matteo Guendouzi,M,4,Oct 27,ARS,CRY,T 2-2,8.5,90,1
15,Matteo Guendouzi,M,4,Oct 21,ARS,@SHU,L 0-1,10.0,90,1
16,Matteo Guendouzi,M,4,Oct 6,ARS,BOU,W 1-0,11.3,90,1
17,Matteo Guendouzi,M,4,Sep 30,ARS,@MUN,T 1-1,6.55,90,1
18,Matteo Guendouzi,M,4,Sep 22,ARS,AVL,W 3-2,11.75,90,1
19,Matteo Guendouzi,M,4,Sep 15,ARS,@WAT,T 2-2,4.6,67,1
20,Matteo Guendouzi,M,4,Sep 1,ARS,TOT,T 2-2,18.25,90,1
21,Matteo Guendouzi,M,4,Aug 24,ARS,@LIV,L 1-3,7.65,86,1
22,Matteo Guendouzi,M,4,Aug 17,ARS,BUR,W 2-1,10.75,90,1
23,Matteo Guendouzi,M,4,Aug 11,ARS,@NEW,W 1-0,11.05,90,1
0,Henrikh Mkhitaryan,M,4,Sep 1,ARS,TOT,T 2-2,1.35,23,0
1,Henrikh Mkhitaryan,M,4,Aug 24,ARS,@LIV,L 1-3,2.25,4,0
2,Henrikh Mkhitaryan,M,4,Aug 11,ARS,@NEW,W 1-0,4.0,84,1
0,Joseph Willock,M,4,Jul 26,ARS,WAT,W 3-2,4.25,57,1
1,Joseph Willock,M,4,Jul 21,ARS,@AVL,L 0-1,-0.75,11,0
2,Joseph Willock,M,4,Jul 15,ARS,LIV,W 2-1,2.35,33,0
3,Joseph Willock,M,4,Jul 12,ARS,@TOT,L 1-2,2.1,6,0
4,Joseph Willock,M,4,Jul 7,ARS,LEI,T 1-1,1.25,19,0
5,Joseph Willock,M,4,Jul 4,ARS,@WOL,W 2-0,14.75,14,0
6,Joseph Willock,M,4,Jul 1,ARS,NOR,W 4-0,2.75,32,0
7,Joseph Willock,M,4,Jun 25,ARS,@SOU,W 2-0,11.0,26,0
8,Joseph Willock,M,4,Jun 20,ARS,@BHA,L 1-2,1.0,3,0
9,Joseph Willock,M,4,Jun 17,ARS,@MCI,L 0-3,7.35,67,1
10,Joseph Willock,M,4,Feb 16,ARS,NEW,W 4-0,1.75,1,0
11,Joseph Willock,M,4,Feb 2,ARS,@BUR,T 0-0,4.35,27,0
12,Joseph Willock,M,4,Jan 21,ARS,@CHE,T 2-2,0.0,1,0
13,Joseph Willock,M,4,Dec 29,ARS,CHE,L 1-2,3.75,14,0
14,Joseph Willock,M,4,Dec 26,ARS,@BOU,T 1-1,2.45,15,0
15,Joseph Willock,M,4,Dec 21,ARS,@EVE,T 0-0,1.5,24,0
16,Joseph Willock,M,4,Dec 15,ARS,MCI,L 0-3,1.1,9,0
17,Joseph Willock,M,4,Dec 5,ARS,BHA,L 1-2,6.0,45,1
18,Joseph Willock,M,4,Dec 1,ARS,@NOR,T 2-2,6.0,70,1
19,Joseph Willock,M,4,Nov 23,ARS,SOU,T 2-2,4.5,7,0
20,Joseph Willock,M,4,Nov 9,ARS,@LEI,L 0-2,4.75,10,0
21,Joseph Willock,M,4,Oct 21,ARS,@SHU,L 0-1,2.75,45,1
22,Joseph Willock,M,4,Oct 6,ARS,BOU,W 1-0,1.75,15,0
23,Joseph Willock,M,4,Sep 30,ARS,@MUN,T 1-1,5.75,10,0
24,Joseph Willock,M,4,Sep 22,ARS,AVL,W 3-2,3.25,18,0
25,Joseph Willock,M,4,Sep 15,ARS,@WAT,T 2-2,3.0,30,0
26,Joseph Willock,M,4,Aug 24,ARS,@LIV,L 1-3,6.25,81,1
27,Joseph Willock,M,4,Aug 17,ARS,BUR,W 2-1,10.45,90,1
28,Joseph Willock,M,4,Aug 11,ARS,@NEW,W 1-0,5.5,64,1
0,Emile Smith Rowe,M,4,Dec 21,ARS,@EVE,T 0-0,6.45,66,1
1,Emile Smith Rowe,M,4,Dec 15,ARS,MCI,L 0-3,3.0,31,0
0,Mesut Ozil,M,4,Mar 7,ARS,WHU,W 1-0,12.5,89,1
1,Mesut Ozil,M,4,Feb 23,ARS,EVE,W 3-2,5.0,82,1
2,Mesut Ozil,M,4,Feb 16,ARS,NEW,W 4-0,19.25,89,1
3,Mesut Ozil,M,4,Feb 2,ARS,@BUR,T 0-0,7.5,63,1
4,Mesut Ozil,M,4,Jan 21,ARS,@CHE,T 2-2,3.0,55,1
5,Mesut Ozil,M,4,Jan 18,ARS,SHU,T 1-1,11.75,90,1
6,Mesut Ozil,M,4,Jan 11,ARS,@CRY,T 1-1,2.25,70,1
7,Mesut Ozil,M,4,Jan 1,ARS,MUN,W 2-0,9.25,90,1
8,Mesut Ozil,M,4,Dec 29,ARS,CHE,L 1-2,6.75,76,1
9,Mesut Ozil,M,4,Dec 26,ARS,@BOU,T 1-1,6.6,75,1
10,Mesut Ozil,M,4,Dec 15,ARS,MCI,L 0-3,4.25,59,1
11,Mesut Ozil,M,4,Dec 9,ARS,@WHU,W 3-1,6.25,90,1
12,Mesut Ozil,M,4,Dec 5,ARS,BHA,L 1-2,12.5,90,1
13,Mesut Ozil,M,4,Dec 1,ARS,@NOR,T 2-2,16.5,89,1
14,Mesut Ozil,M,4,Nov 23,ARS,SOU,T 2-2,15.25,90,1
15,Mesut Ozil,M,4,Nov 9,ARS,@LEI,L 0-2,6.0,90,1
16,Mesut Ozil,M,4,Nov 2,ARS,WOL,T 1-1,8.0,90,1
17,Mesut Ozil,M,4,Sep 15,ARS,@WAT,T 2-2,7.25,71,1
0,Dani Ceballos,M,4,Jul 26,ARS,WAT,W 3-2,11.0,72,1
1,Dani Ceballos,M,4,Jul 21,ARS,@AVL,L 0-1,9.7,90,1
2,Dani Ceballos,M,4,Jul 15,ARS,LIV,W 2-1,0.25,33,0
3,Dani Ceballos,M,4,Jul 12,ARS,@TOT,L 1-2,12.85,90,1
4,Dani Ceballos,M,4,Jul 7,ARS,LEI,T 1-1,12.0,80,1
5,Dani Ceballos,M,4,Jul 4,ARS,@WOL,W 2-0,8.45,83,1
6,Dani Ceballos,M,4,Jul 1,ARS,NOR,W 4-0,14.75,90,1
7,Dani Ceballos,M,4,Jun 25,ARS,@SOU,W 2-0,10.7,80,1
8,Dani Ceballos,M,4,Jun 20,ARS,@BHA,L 1-2,9.25,87,1
9,Dani Ceballos,M,4,Jun 17,ARS,@MCI,L 0-3,7.6,82,0
10,Dani Ceballos,M,4,Mar 7,ARS,WHU,W 1-0,17.6,90,1
11,Dani Ceballos,M,4,Feb 23,ARS,EVE,W 3-2,8.0,76,1
12,Dani Ceballos,M,4,Feb 16,ARS,NEW,W 4-0,10.0,82,1
13,Dani Ceballos,M,4,Nov 2,ARS,WOL,T 1-1,10.5,90,1
14,Dani Ceballos,M,4,Oct 27,ARS,CRY,T 2-2,10.0,90,1
15,Dani Ceballos,M,4,Oct 21,ARS,@SHU,L 0-1,3.5,45,0
16,Dani Ceballos,M,4,Oct 6,ARS,BOU,W 1-0,10.75,75,1
17,Dani Ceballos,M,4,Sep 30,ARS,@MUN,T 1-1,3.5,35,0
18,Dani Ceballos,M,4,Sep 22,ARS,AVL,W 3-2,5.1,72,1
19,Dani Ceballos,M,4,Sep 15,ARS,@WAT,T 2-2,4.25,60,1
20,Dani Ceballos,M,4,Sep 1,ARS,TOT,T 2-2,5.85,27,0
21,Dani Ceballos,M,4,Aug 24,ARS,@LIV,L 1-3,4.25,61,1
22,Dani Ceballos,M,4,Aug 17,ARS,BUR,W 2-1,26.75,83,1
23,Dani Ceballos,M,4,Aug 11,ARS,@NEW,W 1-0,2.25,26,0
0,Gabriel Martinelli,"M,F",5,Feb 2,ARS,@BUR,T 0-0,8.0,90,1
1,Gabriel Martinelli,"M,F",5,Jan 21,ARS,@CHE,T 2-2,17.2,89,1
2,Gabriel Martinelli,"M,F",5,Jan 18,ARS,SHU,T 1-1,14.6,90,1
3,Gabriel Martinelli,"M,F",5,Jan 11,ARS,@CRY,T 1-1,2.75,20,0
4,Gabriel Martinelli,"M,F",5,Dec 21,ARS,@EVE,T 0-0,7.6,90,1
5,Gabriel Martinelli,"M,F",5,Dec 15,ARS,MCI,L 0-3,10.75,90,1
6,Gabriel Martinelli,"M,F",5,Dec 9,ARS,@WHU,W 3-1,17.75,90,1
7,Gabriel Martinelli,"M,F",5,Dec 5,ARS,BHA,L 1-2,3.0,13,0
8,Gabriel Martinelli,"M,F",5,Dec 1,ARS,@NOR,T 2-2,0.5,1,0
9,Gabriel Martinelli,"M,F",5,Nov 23,ARS,SOU,T 2-2,7.5,7,0
10,Gabriel Martinelli,"M,F",5,Nov 2,ARS,WOL,T 1-1,2.0,30,0
11,Gabriel Martinelli,"M,F",5,Oct 21,ARS,@SHU,L 0-1,1.25,12,0
12,Gabriel Martinelli,"M,F",5,Oct 6,ARS,BOU,W 1-0,1.5,27,0
13,Gabriel Martinelli,"M,F",5,Aug 11,ARS,@NEW,W 1-0,1.1,6,0
0,Nicolas Pepe,"M,F",5,Jul 26,ARS,WAT,W 3-2,9.75,72,1
1,Nicolas Pepe,"M,F",5,Jul 21,ARS,@AVL,L 0-1,3.0,30,0
2,Nicolas Pepe,"M,F",5,Jul 15,ARS,LIV,W 2-1,5.25,90,1
3,Nicolas Pepe,"M,F",5,Jul 12,ARS,@TOT,L 1-2,2.25,70,1
4,Nicolas Pepe,"M,F",5,Jul 1,ARS,NOR,W 4-0,1.0,8,0
5,Nicolas Pepe,"M,F",5,Jun 25,ARS,@SOU,W 2-0,4.0,64,1
6,Nicolas Pepe,"M,F",5,Jun 20,ARS,@BHA,L 1-2,15.25,87,1
7,Nicolas Pepe,"M,F",5,Mar 7,ARS,WHU,W 1-0,3.75,69,1
8,Nicolas Pepe,"M,F",5,Feb 23,ARS,EVE,W 3-2,18.35,90,1
9,Nicolas Pepe,"M,F",5,Feb 16,ARS,NEW,W 4-0,38.5,90,1
10,Nicolas Pepe,"M,F",5,Jan 21,ARS,@CHE,T 2-2,5.25,81,1
11,Nicolas Pepe,"M,F",5,Jan 18,ARS,SHU,T 1-1,11.25,90,1
12,Nicolas Pepe,"M,F",5,Jan 11,ARS,@CRY,T 1-1,8.35,90,1
13,Nicolas Pepe,"M,F",5,Jan 1,ARS,MUN,W 2-0,23.0,62,1
14,Nicolas Pepe,"M,F",5,Dec 29,ARS,CHE,L 1-2,1.0,4,0
15,Nicolas Pepe,"M,F",5,Dec 26,ARS,@BOU,T 1-1,5.25,8,0
16,Nicolas Pepe,"M,F",5,Dec 15,ARS,MCI,L 0-3,7.1,90,1
17,Nicolas Pepe,"M,F",5,Dec 9,ARS,@WHU,W 3-1,21.25,88,1
18,Nicolas Pepe,"M,F",5,Dec 5,ARS,BHA,L 1-2,7.0,45,0
19,Nicolas Pepe,"M,F",5,Nov 23,ARS,SOU,T 2-2,3.25,45,0
20,Nicolas Pepe,"M,F",5,Nov 9,ARS,@LEI,L 0-2,3.6,13,0
21,Nicolas Pepe,"M,F",5,Oct 27,ARS,CRY,T 2-2,15.0,90,1
22,Nicolas Pepe,"M,F",5,Oct 21,ARS,@SHU,L 0-1,12.0,78,1
23,Nicolas Pepe,"M,F",5,Oct 6,ARS,BOU,W 1-0,12.0,63,1
24,Nicolas Pepe,"M,F",5,Sep 30,ARS,@MUN,T 1-1,7.25,74,1
25,Nicolas Pepe,"M,F",5,Sep 22,ARS,AVL,W 3-2,19.75,90,1
26,Nicolas Pepe,"M,F",5,Sep 15,ARS,@WAT,T 2-2,10.5,90,1
27,Nicolas Pepe,"M,F",5,Sep 1,ARS,TOT,T 2-2,18.25,90,1
28,Nicolas Pepe,"M,F",5,Aug 24,ARS,@LIV,L 1-3,13.0,90,1
29,Nicolas Pepe,"M,F",5,Aug 17,ARS,BUR,W 2-1,9.75,45,0
30,Nicolas Pepe,"M,F",5,Aug 11,ARS,@NEW,W 1-0,1.75,19,0
0,Pierre-Emerick Aubameyang,"M,F",5,Jul 26,ARS,WAT,W 3-2,35.6,90,1
1,Pierre-Emerick Aubameyang,"M,F",5,Jul 21,ARS,@AVL,L 0-1,3.85,90,1
2,Pierre-Emerick Aubameyang,"M,F",5,Jul 15,ARS,LIV,W 2-1,3.5,32,0
3,Pierre-Emerick Aubameyang,"M,F",5,Jul 12,ARS,@TOT,L 1-2,5.75,90,1
4,Pierre-Emerick Aubameyang,"M,F",5,Jul 7,ARS,LEI,T 1-1,13.25,89,1
5,Pierre-Emerick Aubameyang,"M,F",5,Jul 4,ARS,@WOL,W 2-0,9.5,90,1
6,Pierre-Emerick Aubameyang,"M,F",5,Jul 1,ARS,NOR,W 4-0,34.0,82,1
7,Pierre-Emerick Aubameyang,"M,F",5,Jun 25,ARS,@SOU,W 2-0,8.25,90,1
8,Pierre-Emerick Aubameyang,"M,F",5,Jun 20,ARS,@BHA,L 1-2,9.6,90,1
9,Pierre-Emerick Aubameyang,"M,F",5,Jun 17,ARS,@MCI,L 0-3,3.75,90,1
10,Pierre-Emerick Aubameyang,"M,F",5,Mar 7,ARS,WHU,W 1-0,10.5,90,1
11,Pierre-Emerick Aubameyang,"M,F",5,Feb 23,ARS,EVE,W 3-2,27.95,90,1
12,Pierre-Emerick Aubameyang,"M,F",5,Feb 16,ARS,NEW,W 4-0,19.95,90,1
13,Pierre-Emerick Aubameyang,"M,F",5,Feb 2,ARS,@BUR,T 0-0,10.35,90,1
14,Pierre-Emerick Aubameyang,"M,F",5,Jan 11,ARS,@CRY,T 1-1,8.5,67,1
15,Pierre-Emerick Aubameyang,"M,F",5,Jan 1,ARS,MUN,W 2-0,8.25,90,1
16,Pierre-Emerick Aubameyang,"M,F",5,Dec 29,ARS,CHE,L 1-2,19.95,90,1
17,Pierre-Emerick Aubameyang,"M,F",5,Dec 26,ARS,@BOU,T 1-1,12.25,90,1
18,Pierre-Emerick Aubameyang,"M,F",5,Dec 21,ARS,@EVE,T 0-0,6.25,78,1
19,Pierre-Emerick Aubameyang,"M,F",5,Dec 15,ARS,MCI,L 0-3,4.25,90,1
20,Pierre-Emerick Aubameyang,"M,F",5,Dec 9,ARS,@WHU,W 3-1,22.5,90,1
21,Pierre-Emerick Aubameyang,"M,F",5,Dec 5,ARS,BHA,L 1-2,6.5,90,1
22,Pierre-Emerick Aubameyang,"M,F",5,Dec 1,ARS,@NOR,T 2-2,28.0,90,1
23,Pierre-Emerick Aubameyang,"M,F",5,Nov 23,ARS,SOU,T 2-2,12.1,90,1
24,Pierre-Emerick Aubameyang,"M,F",5,Nov 9,ARS,@LEI,L 0-2,8.5,90,1
25,Pierre-Emerick Aubameyang,"M,F",5,Nov 2,ARS,WOL,T 1-1,15.5,90,1
26,Pierre-Emerick Aubameyang,"M,F",5,Oct 27,ARS,CRY,T 2-2,3.75,90,1
27,Pierre-Emerick Aubameyang,"M,F",5,Oct 21,ARS,@SHU,L 0-1,5.1,90,1
28,Pierre-Emerick Aubameyang,"M,F",5,Oct 6,ARS,BOU,W 1-0,6.0,90,1
29,Pierre-Emerick Aubameyang,"M,F",5,Sep 30,ARS,@MUN,T 1-1,17.0,90,1
30,Pierre-Emerick Aubameyang,"M,F",5,Sep 22,ARS,AVL,W 3-2,13.25,90,1
31,Pierre-Emerick Aubameyang,"M,F",5,Sep 15,ARS,@WAT,T 2-2,23.1,90,1
32,Pierre-Emerick Aubameyang,"M,F",5,Sep 1,ARS,TOT,T 2-2,20.0,90,1
33,Pierre-Emerick Aubameyang,"M,F",5,Aug 24,ARS,@LIV,L 1-3,13.0,90,1
34,Pierre-Emerick Aubameyang,"M,F",5,Aug 17,ARS,BUR,W 2-1,15.0,90,1
35,Pierre-Emerick Aubameyang,"M,F",5,Aug 11,ARS,@NEW,W 1-0,13.0,90,1
0,Reiss Nelson,F,6,Jul 26,ARS,WAT,W 3-2,6.0,18,0
1,Reiss Nelson,F,6,Jul 15,ARS,LIV,W 2-1,13.75,58,1
2,Reiss Nelson,F,6,Jul 12,ARS,@TOT,L 1-2,1.0,6,0
3,Reiss Nelson,F,6,Jul 1,ARS,NOR,W 4-0,6.5,58,1
4,Reiss Nelson,F,6,Jun 20,ARS,@BHA,L 1-2,1.0,3,0
5,Reiss Nelson,F,6,Jun 17,ARS,@MCI,L 0-3,2.75,23,0
6,Reiss Nelson,F,6,Mar 7,ARS,WHU,W 1-0,3.35,21,0
7,Reiss Nelson,F,6,Jan 11,ARS,@CRY,T 1-1,1.75,1,0
8,Reiss Nelson,F,6,Jan 1,ARS,MUN,W 2-0,1.0,28,0
9,Reiss Nelson,F,6,Dec 29,ARS,CHE,L 1-2,5.85,86,1
10,Reiss Nelson,F,6,Dec 26,ARS,@BOU,T 1-1,15.25,82,1
11,Reiss Nelson,F,6,Dec 21,ARS,@EVE,T 0-0,10.0,90,1
12,Reiss Nelson,F,6,Dec 9,ARS,@WHU,W 3-1,1.0,2,0
13,Reiss Nelson,F,6,Sep 30,ARS,@MUN,T 1-1,4.75,16,0
14,Reiss Nelson,F,6,Sep 15,ARS,@WAT,T 2-2,3.25,19,0
15,Reiss Nelson,F,6,Aug 17,ARS,BUR,W 2-1,3.25,45,1
16,Reiss Nelson,F,6,Aug 11,ARS,@NEW,W 1-0,6.75,71,1
0,Alexandre Lacazette,F,6,Jul 26,ARS,WAT,W 3-2,7.1,57,1
1,Alexandre Lacazette,F,6,Jul 21,ARS,@AVL,L 0-1,0.95,90,1
2,Alexandre Lacazette,F,6,Jul 15,ARS,LIV,W 2-1,22.75,57,1
3,Alexandre Lacazette,F,6,Jul 12,ARS,@TOT,L 1-2,14.1,90,1
4,Alexandre Lacazette,F,6,Jul 7,ARS,LEI,T 1-1,8.0,71,1
5,Alexandre Lacazette,F,6,Jul 4,ARS,@WOL,W 2-0,12.1,7,0
6,Alexandre Lacazette,F,6,Jul 1,ARS,NOR,W 4-0,4.75,76,1
7,Alexandre Lacazette,F,6,Jun 25,ARS,@SOU,W 2-0,8.0,11,0
8,Alexandre Lacazette,F,6,Jun 20,ARS,@BHA,L 1-2,2.7,78,1
9,Alexandre Lacazette,F,6,Jun 17,ARS,@MCI,L 0-3,1.25,23,0
10,Alexandre Lacazette,F,6,Mar 7,ARS,WHU,W 1-0,12.85,31,0
11,Alexandre Lacazette,F,6,Feb 16,ARS,NEW,W 4-0,17.5,5,0
12,Alexandre Lacazette,F,6,Feb 2,ARS,@BUR,T 0-0,9.25,89,1
13,Alexandre Lacazette,F,6,Jan 21,ARS,@CHE,T 2-2,7.6,90,1
14,Alexandre Lacazette,F,6,Jan 18,ARS,SHU,T 1-1,3.5,74,1
15,Alexandre Lacazette,F,6,Jan 11,ARS,@CRY,T 1-1,14.75,89,1
16,Alexandre Lacazette,F,6,Jan 1,ARS,MUN,W 2-0,10.25,82,1
17,Alexandre Lacazette,F,6,Dec 29,ARS,CHE,L 1-2,4.1,90,1
18,Alexandre Lacazette,F,6,Dec 26,ARS,@BOU,T 1-1,4.25,90,1
19,Alexandre Lacazette,F,6,Dec 21,ARS,@EVE,T 0-0,2.25,12,0
20,Alexandre Lacazette,F,6,Dec 5,ARS,BHA,L 1-2,16.75,77,1
21,Alexandre Lacazette,F,6,Dec 1,ARS,@NOR,T 2-2,5.5,90,1
22,Alexandre Lacazette,F,6,Nov 23,ARS,SOU,T 2-2,29.85,90,1
23,Alexandre Lacazette,F,6,Nov 9,ARS,@LEI,L 0-2,8.0,90,1
24,Alexandre Lacazette,F,6,Nov 2,ARS,WOL,T 1-1,16.25,60,1
25,Alexandre Lacazette,F,6,Oct 27,ARS,CRY,T 2-2,15.1,90,1
26,Alexandre Lacazette,F,6,Oct 21,ARS,@SHU,L 0-1,1.5,21,0
27,Alexandre Lacazette,F,6,Sep 1,ARS,TOT,T 2-2,17.85,67,1
28,Alexandre Lacazette,F,6,Aug 24,ARS,@LIV,L 1-3,0.5,9,0
29,Alexandre Lacazette,F,6,Aug 17,ARS,BUR,W 2-1,14.35,71,1
0,Eddie Nketiah,F,6,Jul 26,ARS,WAT,W 3-2,6.6,33,0
1,Eddie Nketiah,F,6,Jul 21,ARS,@AVL,L 0-1,2.5,90,1
2,Eddie Nketiah,F,6,Jul 7,ARS,LEI,T 1-1,-4.0,4,0
3,Eddie Nketiah,F,6,Jul 4,ARS,@WOL,W 2-0,6.85,83,1
4,Eddie Nketiah,F,6,Jul 1,ARS,NOR,W 4-0,2.75,14,0
5,Eddie Nketiah,F,6,Jun 25,ARS,@SOU,W 2-0,13.1,79,1
6,Eddie Nketiah,F,6,Jun 20,ARS,@BHA,L 1-2,2.25,12,0
7,Eddie Nketiah,F,6,Jun 17,ARS,@MCI,L 0-3,5.0,67,1
8,Eddie Nketiah,F,6,Mar 7,ARS,WHU,W 1-0,5.85,59,1
9,Eddie Nketiah,F,6,Feb 23,ARS,EVE,W 3-2,14.1,90,1
10,Eddie Nketiah,F,6,Feb 16,ARS,NEW,W 4-0,5.5,85,1
11,Eddie Nketiah,F,6,Feb 2,ARS,@BUR,T 0-0,0.5,1,0
12,Eddie Nketiah,F,6,Jan 18,ARS,SHU,T 1-1,2.0,16,0
